query_theta,query_psi1,query_psi2,query_k,pred1_theta,pred1_psi1,pred1_psi2,pred1_k,pred2_theta,pred2_psi1,pred2_psi2,pred2_k,pred3_theta,pred3_psi1,pred3_psi2,pred3_k
0.5898632407188416,1.4662247896194458,1.4522939920425415,0.5932408571243286,0.29715079069137573,1.4984824657440186,1.4527485370635986,0.5934991240501404,0.1615242213010788,1.4642208814620972,1.485619068145752,0.5892958045005798,0.3428981602191925,1.4510990381240845,1.4522463083267212,0.595586895942688
0.7772806882858276,1.4978764057159424,1.4055473804473877,0.5989618301391602,0.4164685010910034,1.5029202699661255,1.4108452796936035,0.5988426804542542,0.3796108067035675,1.49038565158844,1.4581369161605835,0.5978627800941467,0.4958731234073639,1.4537105560302734,1.4683717489242554,0.599169135093689
5.8681640625,1.4735583066940308,1.5269538164138794,0.5933363437652588,6.05410099029541,1.460119605064392,1.5408514738082886,0.5930428504943848,5.77020788192749,1.5057967901229858,1.5164231061935425,0.5942891836166382,5.6599578857421875,1.4940701723098755,1.496032476425171,0.5948323607444763
5.754487037658691,1.4978423118591309,1.5163286924362183,0.5982367396354675,5.942419052124023,1.488718867301941,1.4724112749099731,0.5981804132461548,5.860882759094238,1.481278419494629,1.5417011976242065,0.5959504246711731,5.905086517333984,1.4692384004592896,1.4842594861984253,0.5968384146690369
6.027831077575684,1.421872854232788,1.533306360244751,0.6037690043449402,5.772733211517334,1.439396619796753,1.496241807937622,0.6023273468017578,6.008935451507568,1.416235327720642,1.5262562036514282,0.6011687517166138,5.962058067321777,1.4311206340789795,1.5379890203475952,0.602837085723877
5.9784932136535645,1.5123026371002197,1.445068359375,0.5934571623802185,5.7619242668151855,1.5317670106887817,1.447743535041809,0.5906668305397034,5.693713188171387,1.4531446695327759,1.476489782333374,0.5911227464675903,5.038104057312012,1.4886534214019775,1.4841402769088745,0.5920243859291077
6.274749279022217,1.4228287935256958,1.5211988687515259,0.5954344272613525,0.1990291178226471,1.4151334762573242,1.5054385662078857,0.5994341969490051,6.208595275878906,1.3691774606704712,1.522066593170166,0.5985980033874512,6.223158359527588,1.4198487997055054,1.5334060192108154,0.6005860567092896
0.5642372965812683,1.4454345703125,1.5693578720092773,0.5953860282897949,0.1425364464521408,1.4537044763565063,1.5598078966140747,0.5973873138427734,0.14059488475322723,1.446324110031128,1.5691864490509033,0.5957229137420654,0.1141066625714302,1.4502822160720825,1.5405323505401611,0.5948126316070557
5.861134052276611,1.3851841688156128,1.5898138284683228,0.5980538725852966,5.675302982330322,1.3783502578735352,1.5874249935150146,0.5961875915527344,5.980795860290527,1.3950397968292236,1.540583610534668,0.5988561511039734,5.544070243835449,1.3677799701690674,1.5695940256118774,0.5982783436775208
0.2531265616416931,1.4637901782989502,1.492540717124939,0.5981507301330566,0.43967580795288086,1.4790258407592773,1.4715266227722168,0.5970514416694641,0.2797720730304718,1.466254472732544,1.521519422531128,0.5953139662742615,0.5176286697387695,1.4762150049209595,1.4997024536132812,0.5969313979148865
0.08692565560340881,1.3946901559829712,1.5409348011016846,0.5977310538291931,6.264311790466309,1.4238265752792358,1.5159608125686646,0.5934121012687683,0.06669896095991135,1.4154682159423828,1.5070948600769043,0.5937168002128601,0.22947977483272552,1.403896450996399,1.5034905672073364,0.5955944657325745
0.03995230048894882,1.3984360694885254,1.5248744487762451,0.59871906042099,0.16078054904937744,1.4050461053848267,1.5257759094238281,0.5967697501182556,0.0033296358305960894,1.36866295337677,1.5336054563522339,0.6010130643844604,0.2521992623806,1.4114071130752563,1.5173273086547852,0.5979782938957214
5.506906032562256,1.464595079421997,1.4930881261825562,0.6018496751785278,5.207090377807617,1.450667142868042,1.5043997764587402,0.6011124849319458,5.5363922119140625,1.420277714729309,1.4962031841278076,0.6006062030792236,5.138232231140137,1.4598231315612793,1.5080822706222534,0.6019466519355774
0.19398215413093567,1.3928171396255493,1.5180213451385498,0.5976590514183044,5.92971134185791,1.3818405866622925,1.541334867477417,0.5998090505599976,6.037141799926758,1.4080144166946411,1.5185930728912354,0.59554523229599,6.194517612457275,1.4032090902328491,1.5290316343307495,0.5975050330162048
5.4730095863342285,1.4207332134246826,1.4755152463912964,0.5971569418907166,5.751732349395752,1.411242961883545,1.4703375101089478,0.5978317856788635,5.250259876251221,1.4525282382965088,1.4618552923202515,0.5956853628158569,5.762173652648926,1.4421676397323608,1.4938446283340454,0.5993717908859253
0.36663496494293213,1.455422282218933,1.4223971366882324,0.5974665880203247,0.06123972684144974,1.4388713836669922,1.4215644598007202,0.5953993201255798,0.7421157956123352,1.4656919240951538,1.485693097114563,0.5962864756584167,0.5831568837165833,1.4902514219284058,1.4184397459030151,0.597300112247467
5.33771276473999,1.4950741529464722,1.542096734046936,0.5967544317245483,5.7473530769348145,1.4815940856933594,1.5206694602966309,0.594772219657898,5.389366149902344,1.4803614616394043,1.5186432600021362,0.593704104423523,5.441586494445801,1.4554649591445923,1.5480011701583862,0.595186710357666
0.002990100998431444,1.4339029788970947,1.562721848487854,0.5937657356262207,0.0711425170302391,1.4627363681793213,1.533512830734253,0.591647207736969,0.1312256008386612,1.4507207870483398,1.5084739923477173,0.5916290879249573,0.002674427116289735,1.4449374675750732,1.4841766357421875,0.5916395783424377
0.011915533803403378,1.3977314233779907,1.5174888372421265,0.5941550731658936,6.267702102661133,1.4157534837722778,1.500439167022705,0.5945963859558105,6.2734808921813965,1.4218460321426392,1.535651445388794,0.5957518815994263,6.21854305267334,1.4245222806930542,1.5116300582885742,0.5951449275016785
6.166468143463135,1.4838517904281616,1.464774489402771,0.5908133387565613,6.141397953033447,1.4917911291122437,1.446372151374817,0.5933220386505127,6.204580783843994,1.4816712141036987,1.4607688188552856,0.5926071405410767,0.03173021972179413,1.4790043830871582,1.4748547077178955,0.5942438244819641
5.844418048858643,1.4146102666854858,1.6032851934432983,0.5964197516441345,5.872039794921875,1.4460269212722778,1.581465721130371,0.5961047410964966,5.740861892700195,1.4459038972854614,1.5792310237884521,0.5946045517921448,5.891093730926514,1.422253131866455,1.572968602180481,0.5978291034698486
5.942051887512207,1.4849441051483154,1.4631726741790771,0.5989934206008911,5.789525508880615,1.477391004562378,1.502341389656067,0.5966469645500183,5.80764627456665,1.4850988388061523,1.4813209772109985,0.5956543684005737,6.28108549118042,1.5143243074417114,1.4531601667404175,0.5970956087112427
5.846856117248535,1.4293469190597534,1.5453314781188965,0.594186544418335,6.038418769836426,1.3998996019363403,1.5399649143218994,0.594886064529419,5.624045372009277,1.40407133102417,1.5433703660964966,0.59772789478302,6.13235330581665,1.4319195747375488,1.5216476917266846,0.5916489362716675
0.420815110206604,1.4136883020401,1.5074191093444824,0.5967664122581482,0.24970638751983643,1.4412912130355835,1.506137490272522,0.5940704941749573,0.042375460267066956,1.4355216026306152,1.5255154371261597,0.5956148505210876,0.17999738454818726,1.4253009557724,1.5659832954406738,0.5991789102554321
6.151199817657471,1.4036781787872314,1.5084202289581299,0.6005569696426392,5.741593360900879,1.4113678932189941,1.5114785432815552,0.5969780087471008,5.578859329223633,1.4168801307678223,1.5052380561828613,0.5964705348014832,6.014156818389893,1.4247368574142456,1.4898182153701782,0.5990506410598755
5.778136730194092,1.4614559412002563,1.437735676765442,0.6005895137786865,5.6733317375183105,1.466576099395752,1.4498251676559448,0.5996641516685486,5.544439792633057,1.479453682899475,1.426234245300293,0.5988811254501343,6.007687091827393,1.4505285024642944,1.4408576488494873,0.5988938212394714
0.07366137951612473,1.4534460306167603,1.5271728038787842,0.5915670394897461,6.222958087921143,1.4328477382659912,1.4719880819320679,0.5938007235527039,0.060088470578193665,1.4328958988189697,1.5315191745758057,0.5909685492515564,0.008659278973937035,1.4087167978286743,1.5294252634048462,0.5912278294563293
6.167330741882324,1.3906975984573364,1.540109634399414,0.5986829996109009,5.915921688079834,1.392953634262085,1.5492135286331177,0.5996458530426025,6.036298751831055,1.3486069440841675,1.554674744606018,0.5992709398269653,6.153743743896484,1.3489861488342285,1.5609711408615112,0.5978221893310547
5.742424964904785,1.4722578525543213,1.5598689317703247,0.5963020324707031,5.702557563781738,1.4627656936645508,1.559661865234375,0.5955623984336853,5.793609142303467,1.4851933717727661,1.521226167678833,0.5964175462722778,5.934123516082764,1.4330289363861084,1.5384653806686401,0.597467839717865
6.032258987426758,1.3688757419586182,1.4988764524459839,0.5918875932693481,5.998189926147461,1.4081507921218872,1.4834188222885132,0.5931988954544067,6.05988883972168,1.423788070678711,1.4895728826522827,0.5937259197235107,5.858856678009033,1.4192298650741577,1.4887081384658813,0.5930489301681519
5.683935165405273,1.4294052124023438,1.5744308233261108,0.5943233370780945,5.906033992767334,1.396108865737915,1.5743376016616821,0.5968551635742188,5.760898590087891,1.4389569759368896,1.5542153120040894,0.5922186970710754,5.654864311218262,1.4515255689620972,1.6017160415649414,0.5931603908538818
5.392154693603516,1.4208825826644897,1.5372179746627808,0.6004839539527893,5.753841876983643,1.4174140691757202,1.5394246578216553,0.6012607216835022,4.96003532409668,1.4129037857055664,1.5276252031326294,0.5997145771980286,5.364808082580566,1.4223612546920776,1.5130505561828613,0.6001527309417725
5.875905990600586,1.4222458600997925,1.488180160522461,0.6011166572570801,6.152300834655762,1.4663059711456299,1.4778684377670288,0.5974191427230835,6.065450668334961,1.4451162815093994,1.5076682567596436,0.5972392559051514,6.2754034996032715,1.4268876314163208,1.5018125772476196,0.597459614276886
5.8859052658081055,1.4854660034179688,1.4989635944366455,0.5956733226776123,5.871480941772461,1.4832817316055298,1.5285918712615967,0.5942127108573914,5.597042083740234,1.4541113376617432,1.537308931350708,0.5961525440216064,5.586422443389893,1.4843337535858154,1.5374841690063477,0.5950106382369995
0.0638161301612854,1.4210243225097656,1.4528783559799194,0.5962958335876465,6.217198371887207,1.4203647375106812,1.485398292541504,0.5965116024017334,0.48660191893577576,1.443765640258789,1.4187618494033813,0.5978841781616211,0.15474027395248413,1.4342151880264282,1.471555471420288,0.5952764749526978
5.87480354309082,1.3992778062820435,1.5130631923675537,0.6016482710838318,5.9023966789245605,1.4004303216934204,1.5284247398376465,0.5979254245758057,6.0802178382873535,1.4232243299484253,1.4816529750823975,0.6029508113861084,5.787352561950684,1.423047661781311,1.5286599397659302,0.5991654396057129
0.01089649647474289,1.4328330755233765,1.4894944429397583,0.6015429496765137,5.88457727432251,1.4366952180862427,1.4877684116363525,0.6021318435668945,0.12094179540872574,1.4496151208877563,1.488827109336853,0.6013776063919067,0.3136577010154724,1.44316828250885,1.4884427785873413,0.6027219891548157
0.5010544061660767,1.456008791923523,1.3989722728729248,0.6025313138961792,0.49729645252227783,1.4639005661010742,1.4276560544967651,0.5997081995010376,0.23615890741348267,1.4392362833023071,1.4026591777801514,0.5994541645050049,0.6466196775436401,1.4658102989196777,1.3848732709884644,0.6008568406105042
0.8877182602882385,1.4816579818725586,1.4401445388793945,0.5934113264083862,1.1833031177520752,1.4941133260726929,1.4699580669403076,0.5918938517570496,0.4712769687175751,1.4906858205795288,1.4971750974655151,0.5889405608177185,0.5800261497497559,1.4594472646713257,1.43124520778656,0.595345675945282
5.319798469543457,1.4828672409057617,1.4818553924560547,0.5911266803741455,5.887552738189697,1.459335446357727,1.4808073043823242,0.59481281042099,5.899823188781738,1.4684674739837646,1.512864589691162,0.5947498679161072,5.458115577697754,1.5070997476577759,1.5338475704193115,0.5950579643249512
5.8022027015686035,1.4808859825134277,1.4935634136199951,0.5931155681610107,6.0054121017456055,1.4413583278656006,1.536240816116333,0.5963287949562073,5.788149833679199,1.472300410270691,1.4385746717453003,0.5923097133636475,5.942497730255127,1.4638493061065674,1.4376729726791382,0.5949344038963318
6.0888590812683105,1.4613392353057861,1.4822043180465698,0.5957801342010498,0.021292489022016525,1.4564052820205688,1.476636528968811,0.5974173545837402,6.1845574378967285,1.4534837007522583,1.4964560270309448,0.5954779982566833,6.224306106567383,1.4719945192337036,1.4529082775115967,0.5979024171829224
0.3028995990753174,1.4312238693237305,1.513595461845398,0.5939730405807495,0.5087045431137085,1.4508417844772339,1.4711185693740845,0.5943686962127686,0.32180100679397583,1.4453099966049194,1.5245097875595093,0.5911293625831604,0.13175612688064575,1.420715570449829,1.536252737045288,0.5927613973617554
5.38839054107666,1.4526180028915405,1.4778056144714355,0.5966610908508301,5.543501853942871,1.4645384550094604,1.487957239151001,0.5942962169647217,5.76424503326416,1.4776158332824707,1.516422152519226,0.5936779975891113,5.738395690917969,1.4715656042099,1.493554949760437,0.5950389504432678
0.4065488874912262,1.432906150817871,1.5440311431884766,0.5994353890419006,6.278971195220947,1.4396065473556519,1.5195629596710205,0.6013089418411255,6.170345783233643,1.4348790645599365,1.5379109382629395,0.5965811014175415,0.05146552249789238,1.4465360641479492,1.5277743339538574,0.5985980033874512
5.829543113708496,1.445431113243103,1.5794718265533447,0.5932653546333313,5.742687225341797,1.4472373723983765,1.5934224128723145,0.5939547419548035,5.9582414627075195,1.4453340768814087,1.5895196199417114,0.5900909304618835,5.9880547523498535,1.4370238780975342,1.5148669481277466,0.5930939316749573
0.5081951022148132,1.520896553993225,1.5374678373336792,0.5957133173942566,0.24066585302352905,1.5090991258621216,1.553391456604004,0.5932168364524841,0.12633609771728516,1.4866193532943726,1.52765691280365,0.5933221578598022,6.249682426452637,1.5082206726074219,1.5607390403747559,0.5956072807312012
0.4456990659236908,1.4397509098052979,1.541300892829895,0.5967497229576111,0.23426038026809692,1.4489856958389282,1.562140703201294,0.5955327749252319,5.9632439613342285,1.4438095092773438,1.564923644065857,0.5962704420089722,0.23764564096927643,1.4505622386932373,1.548067569732666,0.5978741645812988
0.05200953409075737,1.4836432933807373,1.5259312391281128,0.5953407883644104,5.454658031463623,1.5136181116104126,1.4975613355636597,0.5996360778808594,6.208330154418945,1.4412174224853516,1.526424527168274,0.5953953266143799,5.978780746459961,1.5055594444274902,1.4733574390411377,0.5969893336296082
6.272729873657227,1.460243582725525,1.540235161781311,0.5937767028808594,5.968925476074219,1.4729617834091187,1.5568784475326538,0.5923782587051392,0.02348884753882885,1.4725749492645264,1.501455545425415,0.5942602157592773,0.03708579018712044,1.4492789506912231,1.51932692527771,0.5942790508270264
